date,keyword,hits
2015-10-01,interest rates,22
2015-11-01,interest rates,22
2015-12-01,interest rates,29
2016-01-01,interest rates,23
2016-02-01,interest rates,30
2016-03-01,interest rates,24
2016-04-01,interest rates,24
2016-05-01,interest rates,23
2016-06-01,interest rates,22
2016-07-01,interest rates,22
2016-08-01,interest rates,20
2016-09-01,interest rates,22
2016-10-01,interest rates,22
2016-11-01,interest rates,29
2016-12-01,interest rates,30
2017-01-01,interest rates,24
2017-02-01,interest rates,26
2017-03-01,interest rates,32
2017-04-01,interest rates,26
2017-05-01,interest rates,23
2017-06-01,interest rates,23
2017-07-01,interest rates,22
2017-08-01,interest rates,20
2017-09-01,interest rates,21
2017-10-01,interest rates,25
2017-11-01,interest rates,20
2017-12-01,interest rates,21
2018-01-01,interest rates,22
2018-02-01,interest rates,33
2018-03-01,interest rates,29
2018-04-01,interest rates,27
2018-05-01,interest rates,27
2018-06-01,interest rates,27
2018-07-01,interest rates,24
2018-08-01,interest rates,23
2018-09-01,interest rates,25
2018-10-01,interest rates,31
2018-11-01,interest rates,26
2018-12-01,interest rates,31
2019-01-01,interest rates,28
2019-02-01,interest rates,29
2019-03-01,interest rates,29
2019-04-01,interest rates,30
2019-05-01,interest rates,27
2019-06-01,interest rates,30
2019-07-01,interest rates,35
2019-08-01,interest rates,36
2019-09-01,interest rates,36
2019-10-01,interest rates,30
2019-11-01,interest rates,26
2019-12-01,interest rates,22
2020-01-01,interest rates,26
2020-02-01,interest rates,30
2020-03-01,interest rates,100
2020-04-01,interest rates,43
2020-05-01,interest rates,39
2020-06-01,interest rates,35
2020-07-01,interest rates,34
2020-08-01,interest rates,33
2020-09-01,interest rates,32
2020-10-01,interest rates,29
2020-11-01,interest rates,28
2020-12-01,interest rates,26
2021-01-01,interest rates,30
2021-02-01,interest rates,34
2021-03-01,interest rates,37
2021-04-01,interest rates,31
2021-05-01,interest rates,28
2021-06-01,interest rates,27
2021-07-01,interest rates,23
2021-08-01,interest rates,22
2021-09-01,interest rates,24
2021-10-01,interest rates,26
2021-11-01,interest rates,29
2021-12-01,interest rates,25
2022-01-01,interest rates,38
2022-02-01,interest rates,41
2022-03-01,interest rates,52
2022-04-01,interest rates,56
2022-05-01,interest rates,56
2022-06-01,interest rates,68
2022-07-01,interest rates,60
2022-08-01,interest rates,44
2022-09-01,interest rates,59
2022-10-01,interest rates,59
2022-11-01,interest rates,59
2022-12-01,interest rates,49
2023-01-01,interest rates,52
2023-02-01,interest rates,61
2023-03-01,interest rates,75
2023-04-01,interest rates,62
2023-05-01,interest rates,63
2023-06-01,interest rates,56
2023-07-01,interest rates,58
2023-08-01,interest rates,57
2023-09-01,interest rates,55
2023-10-01,interest rates,60
2023-11-01,interest rates,59
2023-12-01,interest rates,71
2004-01-01,unemployment,5
2004-02-01,unemployment,5
2004-03-01,unemployment,4
2004-04-01,unemployment,4
2004-05-01,unemployment,4
2004-06-01,unemployment,4
2004-07-01,unemployment,4
2004-08-01,unemployment,4
2004-09-01,unemployment,4
2004-10-01,unemployment,4
2004-11-01,unemployment,4
2004-12-01,unemployment,3
2005-01-01,unemployment,4
2005-02-01,unemployment,4
2005-03-01,unemployment,3
2005-04-01,unemployment,4
2005-05-01,unemployment,3
2005-06-01,unemployment,3
2005-07-01,unemployment,4
2005-08-01,unemployment,3
2005-09-01,unemployment,4
2005-10-01,unemployment,3
2005-11-01,unemployment,3
2005-12-01,unemployment,3
2006-01-01,unemployment,4
2006-02-01,unemployment,4
2006-03-01,unemployment,4
2006-04-01,unemployment,4
2006-05-01,unemployment,4
2006-06-01,unemployment,4
2006-07-01,unemployment,4
2006-08-01,unemployment,4
2006-09-01,unemployment,4
2006-10-01,unemployment,4
2006-11-01,unemployment,4
2006-12-01,unemployment,4
2007-01-01,unemployment,5
2007-02-01,unemployment,4
2007-03-01,unemployment,4
2007-04-01,unemployment,4
2007-05-01,unemployment,4
2007-06-01,unemployment,4
2007-07-01,unemployment,4
2007-08-01,unemployment,4
2007-09-01,unemployment,4
2007-10-01,unemployment,4
2007-11-01,unemployment,4
2007-12-01,unemployment,5
2008-01-01,unemployment,6
2008-02-01,unemployment,5
2008-03-01,unemployment,5
2008-04-01,unemployment,5
2008-05-01,unemployment,5
2008-06-01,unemployment,6
2008-07-01,unemployment,6
2008-08-01,unemployment,6
2008-09-01,unemployment,7
2008-10-01,unemployment,8
2008-11-01,unemployment,10
2008-12-01,unemployment,12
2009-01-01,unemployment,14
2009-02-01,unemployment,14
2009-03-01,unemployment,14
2009-04-01,unemployment,12
2009-05-01,unemployment,12
2009-06-01,unemployment,13
2009-07-01,unemployment,13
2009-08-01,unemployment,13
2009-09-01,unemployment,13
2009-10-01,unemployment,13
2009-11-01,unemployment,15
2009-12-01,unemployment,14
2010-01-01,unemployment,15
2010-02-01,unemployment,13
2010-03-01,unemployment,14
2010-04-01,unemployment,13
2010-05-01,unemployment,12
2010-06-01,unemployment,15
2010-07-01,unemployment,18
2010-08-01,unemployment,12
2010-09-01,unemployment,11
2010-10-01,unemployment,10
2010-11-01,unemployment,12
2010-12-01,unemployment,15
2011-01-01,unemployment,15
2011-02-01,unemployment,12
2011-03-01,unemployment,11
2011-04-01,unemployment,10
2011-05-01,unemployment,11
2011-06-01,unemployment,11
2011-07-01,unemployment,12
2011-08-01,unemployment,12
2011-09-01,unemployment,11
2011-10-01,unemployment,11
2011-11-01,unemployment,11
2011-12-01,unemployment,12
2012-01-01,unemployment,14
2012-02-01,unemployment,12
2012-03-01,unemployment,10
2012-04-01,unemployment,10
2012-05-01,unemployment,10
2012-06-01,unemployment,10
2012-07-01,unemployment,11
2012-08-01,unemployment,9
2012-09-01,unemployment,10
2012-10-01,unemployment,10
2012-11-01,unemployment,10
2012-12-01,unemployment,10
2013-01-01,unemployment,12
2013-02-01,unemployment,9
2013-03-01,unemployment,8
2013-04-01,unemployment,9
2013-05-01,unemployment,8
2013-06-01,unemployment,8
2013-07-01,unemployment,9
2013-08-01,unemployment,8
2013-09-01,unemployment,8
2013-10-01,unemployment,9
2013-11-01,unemployment,8
2013-12-01,unemployment,10
2014-01-01,unemployment,13
2014-02-01,unemployment,10
2014-03-01,unemployment,10
2014-04-01,unemployment,10
2014-05-01,unemployment,9
2014-06-01,unemployment,7
2014-07-01,unemployment,7
2014-08-01,unemployment,6
2014-09-01,unemployment,6
2014-10-01,unemployment,5
2014-11-01,unemployment,6
2014-12-01,unemployment,7
2015-01-01,unemployment,7
2015-02-01,unemployment,6
2015-03-01,unemployment,6
2015-04-01,unemployment,5
2015-05-01,unemployment,5
2015-06-01,unemployment,5
2015-07-01,unemployment,6
2015-08-01,unemployment,5
2015-09-01,unemployment,5
2015-10-01,unemployment,5
2015-11-01,unemployment,5
2015-12-01,unemployment,5
2016-01-01,unemployment,7
2016-02-01,unemployment,6
2016-03-01,unemployment,5
2016-04-01,unemployment,5
2016-05-01,unemployment,5
2016-06-01,unemployment,5
2016-07-01,unemployment,5
2016-08-01,unemployment,5
2016-09-01,unemployment,4
2016-10-01,unemployment,4
2016-11-01,unemployment,5
2016-12-01,unemployment,5
2017-01-01,unemployment,6
2017-02-01,unemployment,5
2017-03-01,unemployment,5
2017-04-01,unemployment,5
2017-05-01,unemployment,4
2017-06-01,unemployment,4
2017-07-01,unemployment,5
2017-08-01,unemployment,4
2017-09-01,unemployment,4
2017-10-01,unemployment,4
2017-11-01,unemployment,4
2017-12-01,unemployment,5
2018-01-01,unemployment,6
2018-02-01,unemployment,5
2018-03-01,unemployment,4
2018-04-01,unemployment,5
2018-05-01,unemployment,4
2018-06-01,unemployment,4
2018-07-01,unemployment,5
2018-08-01,unemployment,4
2018-09-01,unemployment,4
2018-10-01,unemployment,5
2018-11-01,unemployment,4
2018-12-01,unemployment,5
2019-01-01,unemployment,6
2019-02-01,unemployment,5
2019-03-01,unemployment,4
2019-04-01,unemployment,4
2019-05-01,unemployment,4
2019-06-01,unemployment,4
2019-07-01,unemployment,4
2019-08-01,unemployment,4
2019-09-01,unemployment,4
2019-10-01,unemployment,4
2019-11-01,unemployment,4
2019-12-01,unemployment,5
2020-01-01,unemployment,6
2020-02-01,unemployment,5
2020-03-01,unemployment,42
2020-04-01,unemployment,100
2020-05-01,unemployment,70
2020-06-01,unemployment,58
2020-07-01,unemployment,59
2020-08-01,unemployment,53
2020-09-01,unemployment,43
2020-10-01,unemployment,32
2020-11-01,unemployment,29
2020-12-01,unemployment,36
2021-01-01,unemployment,45
2021-02-01,unemployment,37
2021-03-01,unemployment,36
2021-04-01,unemployment,31
2021-05-01,unemployment,30
2021-06-01,unemployment,27
2021-07-01,unemployment,23
2021-08-01,unemployment,22
2021-09-01,unemployment,16
2021-10-01,unemployment,9
2021-11-01,unemployment,8
2021-12-01,unemployment,7
2022-01-01,unemployment,9
2022-02-01,unemployment,8
2022-03-01,unemployment,6
2022-04-01,unemployment,6
2022-05-01,unemployment,5
2022-06-01,unemployment,5
2022-07-01,unemployment,6
2022-08-01,unemployment,5
2022-09-01,unemployment,5
2022-10-01,unemployment,5
2022-11-01,unemployment,5
2022-12-01,unemployment,6
2023-01-01,unemployment,6
2023-02-01,unemployment,6
2023-03-01,unemployment,5
2023-04-01,unemployment,5
2023-05-01,unemployment,5
2023-06-01,unemployment,5
2023-07-01,unemployment,6
2023-08-01,unemployment,5
2023-09-01,unemployment,5
2023-10-01,unemployment,5
2023-11-01,unemployment,5
2023-12-01,unemployment,5
