"","date","keyword","hits"
"845",2012-11-01,"interest rates",8
"846",2012-12-01,"interest rates",9
"847",2013-01-01,"interest rates",7
"848",2013-02-01,"interest rates",9
"849",2013-03-01,"interest rates",8
"850",2013-04-01,"interest rates",9
"851",2013-05-01,"interest rates",11
"852",2013-06-01,"interest rates",20
"853",2013-07-01,"interest rates",13
"854",2013-08-01,"interest rates",10
"855",2013-09-01,"interest rates",12
"856",2013-10-01,"interest rates",10
"857",2013-11-01,"interest rates",9
"858",2013-12-01,"interest rates",10
"859",2014-01-01,"interest rates",8
"860",2014-02-01,"interest rates",8
"861",2014-03-01,"interest rates",8
"862",2014-04-01,"interest rates",9
"863",2014-05-01,"interest rates",9
"864",2014-06-01,"interest rates",8
"865",2014-07-01,"interest rates",7
"866",2014-08-01,"interest rates",7
"867",2014-09-01,"interest rates",10
"868",2014-10-01,"interest rates",9
"869",2014-11-01,"interest rates",8
"870",2014-12-01,"interest rates",11
"871",2015-01-01,"interest rates",11
"872",2015-02-01,"interest rates",11
"873",2015-03-01,"interest rates",19
"874",2015-04-01,"interest rates",13
"875",2015-05-01,"interest rates",12
"876",2015-06-01,"interest rates",14
"877",2015-07-01,"interest rates",12
"878",2015-08-01,"interest rates",18
"879",2015-09-01,"interest rates",41
"880",2015-10-01,"interest rates",14
"881",2015-11-01,"interest rates",18
"882",2015-12-01,"interest rates",44
"883",2016-01-01,"interest rates",18
"884",2016-02-01,"interest rates",34
"885",2016-03-01,"interest rates",13
"886",2016-04-01,"interest rates",13
"887",2016-05-01,"interest rates",13
"888",2016-06-01,"interest rates",11
"889",2016-07-01,"interest rates",8
"890",2016-08-01,"interest rates",11
"891",2016-09-01,"interest rates",19
"892",2016-10-01,"interest rates",13
"893",2016-11-01,"interest rates",21
"894",2016-12-01,"interest rates",30
"895",2017-01-01,"interest rates",10
"896",2017-02-01,"interest rates",10
"897",2017-03-01,"interest rates",27
"898",2017-04-01,"interest rates",11
"899",2017-05-01,"interest rates",10
"900",2017-06-01,"interest rates",14
"901",2017-07-01,"interest rates",7
"902",2017-08-01,"interest rates",6
"903",2017-09-01,"interest rates",8
"904",2017-10-01,"interest rates",8
"905",2017-11-01,"interest rates",9
"906",2017-12-01,"interest rates",13
"907",2018-01-01,"interest rates",9
"908",2018-02-01,"interest rates",22
"909",2018-03-01,"interest rates",18
"910",2018-04-01,"interest rates",12
"911",2018-05-01,"interest rates",11
"912",2018-06-01,"interest rates",16
"913",2018-07-01,"interest rates",10
"914",2018-08-01,"interest rates",9
"915",2018-09-01,"interest rates",17
"916",2018-10-01,"interest rates",20
"917",2018-11-01,"interest rates",15
"918",2018-12-01,"interest rates",30
"919",2019-01-01,"interest rates",11
"920",2019-02-01,"interest rates",9
"921",2019-03-01,"interest rates",12
"922",2019-04-01,"interest rates",10
"923",2019-05-01,"interest rates",9
"924",2019-06-01,"interest rates",19
"925",2019-07-01,"interest rates",36
"926",2019-08-01,"interest rates",27
"927",2019-09-01,"interest rates",27
"928",2019-10-01,"interest rates",19
"929",2019-11-01,"interest rates",12
"930",2019-12-01,"interest rates",9
"931",2020-01-01,"interest rates",8
"932",2020-02-01,"interest rates",12
"933",2020-03-01,"interest rates",100
"934",2020-04-01,"interest rates",16
"935",2020-05-01,"interest rates",11
"936",2020-06-01,"interest rates",10
"937",2020-07-01,"interest rates",10
"938",2020-08-01,"interest rates",10
"939",2020-09-01,"interest rates",11
"940",2020-10-01,"interest rates",9
"941",2020-11-01,"interest rates",10
"942",2020-12-01,"interest rates",7
"943",2021-01-01,"interest rates",11
"944",2021-02-01,"interest rates",14
"945",2021-03-01,"interest rates",16
"946",2021-04-01,"interest rates",11
"947",2021-05-01,"interest rates",12
"948",2021-06-01,"interest rates",13
"949",2021-07-01,"interest rates",9
"950",2021-08-01,"interest rates",8
"951",2021-09-01,"interest rates",9
"952",2021-10-01,"interest rates",11
"953",2021-11-01,"interest rates",15
"954",2021-12-01,"interest rates",20
"955",2022-01-01,"interest rates",43
"956",2022-02-01,"interest rates",34
"957",2022-03-01,"interest rates",53
"958",2022-04-01,"interest rates",36
"959",2022-05-01,"interest rates",64
"960",2022-06-01,"interest rates",86
"961",2022-07-01,"interest rates",55
"962",2022-08-01,"interest rates",27
"963",2022-09-01,"interest rates",58
"964",2022-10-01,"interest rates",41
"965",2022-11-01,"interest rates",46
"966",2022-12-01,"interest rates",40
"967",2023-01-01,"interest rates",33
"968",2023-02-01,"interest rates",60
"969",2023-03-01,"interest rates",93
"970",2023-04-01,"interest rates",42
"971",2023-05-01,"interest rates",70
"972",2023-06-01,"interest rates",39
"973",2023-07-01,"interest rates",45
"974",2023-08-01,"interest rates",44
"975",2023-09-01,"interest rates",44
"976",2023-10-01,"interest rates",36
"977",2023-11-01,"interest rates",38
"978",2023-12-01,"interest rates",52
"979",2024-01-01,"interest rates",40
"980",2024-02-01,"interest rates",33
"981",2024-03-01,"interest rates",40
"982",2024-04-01,"interest rates",43
"983",2024-05-01,"interest rates",32
"984",2024-06-01,"interest rates",32
"985",2004-01-01,"layoff",13
"986",2004-02-01,"layoff",10
"987",2004-03-01,"layoff",13
"988",2004-04-01,"layoff",13
"989",2004-05-01,"layoff",11
"990",2004-06-01,"layoff",10
"991",2004-07-01,"layoff",10
"992",2004-08-01,"layoff",12
"993",2004-09-01,"layoff",12
"994",2004-10-01,"layoff",11
"995",2004-11-01,"layoff",12
"996",2004-12-01,"layoff",11
"997",2005-01-01,"layoff",9
"998",2005-02-01,"layoff",10
"999",2005-03-01,"layoff",9
"1000",2005-04-01,"layoff",10
"1001",2005-05-01,"layoff",13
"1002",2005-06-01,"layoff",13
"1003",2005-07-01,"layoff",15
"1004",2005-08-01,"layoff",6
"1005",2005-09-01,"layoff",7
"1006",2005-10-01,"layoff",12
"1007",2005-11-01,"layoff",9
"1008",2005-12-01,"layoff",6
"1009",2006-01-01,"layoff",8
"1010",2006-02-01,"layoff",7
"1011",2006-03-01,"layoff",7
"1012",2006-04-01,"layoff",7
"1013",2006-05-01,"layoff",7
"1014",2006-06-01,"layoff",10
"1015",2006-07-01,"layoff",12
"1016",2006-08-01,"layoff",11
"1017",2006-09-01,"layoff",14
"1018",2006-10-01,"layoff",8
"1019",2006-11-01,"layoff",6
"1020",2006-12-01,"layoff",7
"1021",2007-01-01,"layoff",9
"1022",2007-02-01,"layoff",9
"1023",2007-03-01,"layoff",10
"1024",2007-04-01,"layoff",9
"1025",2007-05-01,"layoff",16
"1026",2007-06-01,"layoff",10
"1027",2007-07-01,"layoff",7
"1028",2007-08-01,"layoff",10
"1029",2007-09-01,"layoff",9
"1030",2007-10-01,"layoff",14
"1031",2007-11-01,"layoff",12
"1032",2007-12-01,"layoff",8
"1033",2008-01-01,"layoff",18
"1034",2008-02-01,"layoff",13
"1035",2008-03-01,"layoff",13
"1036",2008-04-01,"layoff",19
"1037",2008-05-01,"layoff",15
"1038",2008-06-01,"layoff",15
"1039",2008-07-01,"layoff",14
"1040",2008-08-01,"layoff",13
"1041",2008-09-01,"layoff",18
"1042",2008-10-01,"layoff",39
"1043",2008-11-01,"layoff",53
"1044",2008-12-01,"layoff",57
"1045",2009-01-01,"layoff",100
"1046",2009-02-01,"layoff",69
"1047",2009-03-01,"layoff",57
"1048",2009-04-01,"layoff",34
"1049",2009-05-01,"layoff",28
"1050",2009-06-01,"layoff",20
"1051",2009-07-01,"layoff",18
"1052",2009-08-01,"layoff",15
"1053",2009-09-01,"layoff",12
"1054",2009-10-01,"layoff",14
"1055",2009-11-01,"layoff",14
"1056",2009-12-01,"layoff",8
"1057",2010-01-01,"layoff",13
"1058",2010-02-01,"layoff",12
"1059",2010-03-01,"layoff",13
"1060",2010-04-01,"layoff",9
"1061",2010-05-01,"layoff",10
"1062",2010-06-01,"layoff",11
"1063",2010-07-01,"layoff",8
"1064",2010-08-01,"layoff",7
"1065",2010-09-01,"layoff",7
"1066",2010-10-01,"layoff",8
"1067",2010-11-01,"layoff",8
"1068",2010-12-01,"layoff",8
"1069",2011-01-01,"layoff",8
"1070",2011-02-01,"layoff",9
"1071",2011-03-01,"layoff",9
"1072",2011-04-01,"layoff",8
"1073",2011-05-01,"layoff",8
"1074",2011-06-01,"layoff",10
"1075",2011-07-01,"layoff",10
"1076",2011-08-01,"layoff",10
"1077",2011-09-01,"layoff",10
"1078",2011-10-01,"layoff",9
"1079",2011-11-01,"layoff",8
"1080",2011-12-01,"layoff",6
"1081",2012-01-01,"layoff",8
"1082",2012-02-01,"layoff",9
"1083",2012-03-01,"layoff",7
"1084",2012-04-01,"layoff",7
"1085",2012-05-01,"layoff",9
"1086",2012-06-01,"layoff",7
"1087",2012-07-01,"layoff",7
"1088",2012-08-01,"layoff",8
"1089",2012-09-01,"layoff",7
"1090",2012-10-01,"layoff",11
"1091",2012-11-01,"layoff",12
"1092",2012-12-01,"layoff",6
"1093",2013-01-01,"layoff",7
"1094",2013-02-01,"layoff",8
"1095",2013-03-01,"layoff",6
"1096",2013-04-01,"layoff",7
"1097",2013-05-01,"layoff",7
"1098",2013-06-01,"layoff",9
"1099",2013-07-01,"layoff",5
"1100",2013-08-01,"layoff",7
"1101",2013-09-01,"layoff",8
"1102",2013-10-01,"layoff",10
"1103",2013-11-01,"layoff",6
"1104",2013-12-01,"layoff",5
"1105",2014-01-01,"layoff",9
"1106",2014-02-01,"layoff",10
"1107",2014-03-01,"layoff",6
"1108",2014-04-01,"layoff",5
"1109",2014-05-01,"layoff",6
"1110",2014-06-01,"layoff",6
"1111",2014-07-01,"layoff",11
"1112",2014-08-01,"layoff",7
"1113",2014-09-01,"layoff",7
"1114",2014-10-01,"layoff",7
"1115",2014-11-01,"layoff",5
"1116",2014-12-01,"layoff",8
"1117",2015-01-01,"layoff",14
"1118",2015-02-01,"layoff",12
"1119",2015-03-01,"layoff",11
"1120",2015-04-01,"layoff",11
"1121",2015-05-01,"layoff",9
"1122",2015-06-01,"layoff",12
"1123",2015-07-01,"layoff",20
"1124",2015-08-01,"layoff",15
"1125",2015-09-01,"layoff",22
"1126",2015-10-01,"layoff",16
"1127",2015-11-01,"layoff",12
"1128",2015-12-01,"layoff",8
"1129",2016-01-01,"layoff",15
"1130",2016-02-01,"layoff",17
"1131",2016-03-01,"layoff",14
"1132",2016-04-01,"layoff",19
"1133",2016-05-01,"layoff",16
"1134",2016-06-01,"layoff",13
"1135",2016-07-01,"layoff",10
"1136",2016-08-01,"layoff",11
"1137",2016-09-01,"layoff",10
"1138",2016-10-01,"layoff",10
"1139",2016-11-01,"layoff",10
"1140",2016-12-01,"layoff",8
"1141",2017-01-01,"layoff",13
"1142",2017-02-01,"layoff",11
"1143",2017-03-01,"layoff",11
"1144",2017-04-01,"layoff",16
"1145",2017-05-01,"layoff",11
"1146",2017-06-01,"layoff",11
"1147",2017-07-01,"layoff",12
"1148",2017-08-01,"layoff",10
"1149",2017-09-01,"layoff",9
"1150",2017-10-01,"layoff",11
"1151",2017-11-01,"layoff",12
"1152",2017-12-01,"layoff",9
"1153",2018-01-01,"layoff",14
"1154",2018-02-01,"layoff",15
"1155",2018-03-01,"layoff",15
"1156",2018-04-01,"layoff",17
"1157",2018-05-01,"layoff",11
"1158",2018-06-01,"layoff",11
"1159",2018-07-01,"layoff",10
"1160",2018-08-01,"layoff",11
"1161",2018-09-01,"layoff",10
"1162",2018-10-01,"layoff",12
"1163",2018-11-01,"layoff",12
"1164",2018-12-01,"layoff",11
"1165",2019-01-01,"layoff",17
"1166",2019-02-01,"layoff",15
"1167",2019-03-01,"layoff",13
"1168",2019-04-01,"layoff",11
"1169",2019-05-01,"layoff",12
"1170",2019-06-01,"layoff",12
"1171",2019-07-01,"layoff",12
"1172",2019-08-01,"layoff",13
"1173",2019-09-01,"layoff",12
"1174",2019-10-01,"layoff",14
"1175",2019-11-01,"layoff",12
"1176",2019-12-01,"layoff",10
"1177",2020-01-01,"layoff",13
"1178",2020-02-01,"layoff",14
"1179",2020-03-01,"layoff",48
"1180",2020-04-01,"layoff",51
"1181",2020-05-01,"layoff",30
"1182",2020-06-01,"layoff",22
"1183",2020-07-01,"layoff",21
"1184",2020-08-01,"layoff",16
"1185",2020-09-01,"layoff",16
"1186",2020-10-01,"layoff",16
"1187",2020-11-01,"layoff",10
"1188",2020-12-01,"layoff",9
"1189",2021-01-01,"layoff",9
"1190",2021-02-01,"layoff",9
"1191",2021-03-01,"layoff",7
"1192",2021-04-01,"layoff",7
"1193",2021-05-01,"layoff",7
"1194",2021-06-01,"layoff",6
"1195",2021-07-01,"layoff",6
"1196",2021-08-01,"layoff",7
"1197",2021-09-01,"layoff",6
"1198",2021-10-01,"layoff",6
"1199",2021-11-01,"layoff",6
"1200",2021-12-01,"layoff",9
"1201",2022-01-01,"layoff",6
"1202",2022-02-01,"layoff",7
"1203",2022-03-01,"layoff",6
"1204",2022-04-01,"layoff",7
"1205",2022-05-01,"layoff",11
"1206",2022-06-01,"layoff",15
"1207",2022-07-01,"layoff",14
"1208",2022-08-01,"layoff",15
"1209",2022-09-01,"layoff",12
"1210",2022-10-01,"layoff",17
"1211",2022-11-01,"layoff",46
"1212",2022-12-01,"layoff",16
"1213",2023-01-01,"layoff",38
"1214",2023-02-01,"layoff",28
"1215",2023-03-01,"layoff",28
"1216",2023-04-01,"layoff",25
"1217",2023-05-01,"layoff",21
"1218",2023-06-01,"layoff",16
"1219",2023-07-01,"layoff",15
"1220",2023-08-01,"layoff",20
"1221",2023-09-01,"layoff",17
"1222",2023-10-01,"layoff",23
"1223",2023-11-01,"layoff",19
"1224",2023-12-01,"layoff",13
"1225",2024-01-01,"layoff",28
"1226",2024-02-01,"layoff",26
"1227",2024-03-01,"layoff",18
"1228",2024-04-01,"layoff",23
"1229",2024-05-01,"layoff",18
"1230",2024-06-01,"layoff",17
"1231",2004-01-01,"unemployment",3
"1232",2004-02-01,"unemployment",2
"1233",2004-03-01,"unemployment",4
"1234",2004-04-01,"unemployment",3
"1235",2004-05-01,"unemployment",2
"1236",2004-06-01,"unemployment",2
"1237",2004-07-01,"unemployment",1
"1238",2004-08-01,"unemployment",2
"1239",2004-09-01,"unemployment",3
"1240",2004-10-01,"unemployment",3
"1241",2004-11-01,"unemployment",3
"1242",2004-12-01,"unemployment",1
"1243",2005-01-01,"unemployment",1
"1244",2005-02-01,"unemployment",1
"1245",2005-03-01,"unemployment",2
"1246",2005-04-01,"unemployment",2
"1247",2005-05-01,"unemployment",2
"1248",2005-06-01,"unemployment",1
"1249",2005-07-01,"unemployment",1
"1250",2005-08-01,"unemployment",1
"1251",2005-09-01,"unemployment",1
"1252",2005-10-01,"unemployment",2
"1253",2005-11-01,"unemployment",2
"1254",2005-12-01,"unemployment",2
"1255",2006-01-01,"unemployment",1
"1256",2006-02-01,"unemployment",1
"1257",2006-03-01,"unemployment",1
"1258",2006-04-01,"unemployment",2
"1259",2006-05-01,"unemployment",1
"1260",2006-06-01,"unemployment",1
"1261",2006-07-01,"unemployment",1
"1262",2006-08-01,"unemployment",1
"1263",2006-09-01,"unemployment",1
"1264",2006-10-01,"unemployment",1
"1265",2006-11-01,"unemployment",1
"1266",2006-12-01,"unemployment",1
"1267",2007-01-01,"unemployment",1
"1268",2007-02-01,"unemployment",1
"1269",2007-03-01,"unemployment",1
"1270",2007-04-01,"unemployment",1
"1271",2007-05-01,"unemployment",1
"1272",2007-06-01,"unemployment",1
"1273",2007-07-01,"unemployment",1
"1274",2007-08-01,"unemployment",1
"1275",2007-09-01,"unemployment",1
"1276",2007-10-01,"unemployment",1
"1277",2007-11-01,"unemployment",1
"1278",2007-12-01,"unemployment",1
"1279",2008-01-01,"unemployment",2
"1280",2008-02-01,"unemployment",2
"1281",2008-03-01,"unemployment",2
"1282",2008-04-01,"unemployment",2
"1283",2008-05-01,"unemployment",2
"1284",2008-06-01,"unemployment",2
"1285",2008-07-01,"unemployment",1
"1286",2008-08-01,"unemployment",1
"1287",2008-09-01,"unemployment",3
"1288",2008-10-01,"unemployment",4
"1289",2008-11-01,"unemployment",5
"1290",2008-12-01,"unemployment",4
"1291",2009-01-01,"unemployment",5
"1292",2009-02-01,"unemployment",9
"1293",2009-03-01,"unemployment",7
"1294",2009-04-01,"unemployment",4
"1295",2009-05-01,"unemployment",4
"1296",2009-06-01,"unemployment",4
"1297",2009-07-01,"unemployment",4
"1298",2009-08-01,"unemployment",3
"1299",2009-09-01,"unemployment",4
"1300",2009-10-01,"unemployment",4
"1301",2009-11-01,"unemployment",5
"1302",2009-12-01,"unemployment",4
"1303",2010-01-01,"unemployment",4
"1304",2010-02-01,"unemployment",4
"1305",2010-03-01,"unemployment",5
"1306",2010-04-01,"unemployment",4
"1307",2010-05-01,"unemployment",3
"1308",2010-06-01,"unemployment",4
"1309",2010-07-01,"unemployment",6
"1310",2010-08-01,"unemployment",3
"1311",2010-09-01,"unemployment",3
"1312",2010-10-01,"unemployment",3
"1313",2010-11-01,"unemployment",4
"1314",2010-12-01,"unemployment",5
"1315",2011-01-01,"unemployment",4
"1316",2011-02-01,"unemployment",4
"1317",2011-03-01,"unemployment",3
"1318",2011-04-01,"unemployment",3
"1319",2011-05-01,"unemployment",2
"1320",2011-06-01,"unemployment",3
"1321",2011-07-01,"unemployment",3
"1322",2011-08-01,"unemployment",3
"1323",2011-09-01,"unemployment",3
"1324",2011-10-01,"unemployment",3
"1325",2011-11-01,"unemployment",3
"1326",2011-12-01,"unemployment",3
"1327",2012-01-01,"unemployment",3
"1328",2012-02-01,"unemployment",4
"1329",2012-03-01,"unemployment",3
"1330",2012-04-01,"unemployment",3
"1331",2012-05-01,"unemployment",3
"1332",2012-06-01,"unemployment",2
"1333",2012-07-01,"unemployment",2
"1334",2012-08-01,"unemployment",3
"1335",2012-09-01,"unemployment",4
"1336",2012-10-01,"unemployment",5
"1337",2012-11-01,"unemployment",4
"1338",2012-12-01,"unemployment",2
"1339",2013-01-01,"unemployment",3
"1340",2013-02-01,"unemployment",3
"1341",2013-03-01,"unemployment",2
"1342",2013-04-01,"unemployment",2
"1343",2013-05-01,"unemployment",2
"1344",2013-06-01,"unemployment",2
"1345",2013-07-01,"unemployment",1
"1346",2013-08-01,"unemployment",1
"1347",2013-09-01,"unemployment",2
"1348",2013-10-01,"unemployment",3
"1349",2013-11-01,"unemployment",2
"1350",2013-12-01,"unemployment",2
"1351",2014-01-01,"unemployment",3
"1352",2014-02-01,"unemployment",3
"1353",2014-03-01,"unemployment",3
"1354",2014-04-01,"unemployment",3
"1355",2014-05-01,"unemployment",2
"1356",2014-06-01,"unemployment",1
"1357",2014-07-01,"unemployment",1
"1358",2014-08-01,"unemployment",1
"1359",2014-09-01,"unemployment",1
"1360",2014-10-01,"unemployment",2
"1361",2014-11-01,"unemployment",2
"1362",2014-12-01,"unemployment",2
"1363",2015-01-01,"unemployment",2
"1364",2015-02-01,"unemployment",2
"1365",2015-03-01,"unemployment",2
"1366",2015-04-01,"unemployment",2
"1367",2015-05-01,"unemployment",2
"1368",2015-06-01,"unemployment",1
"1369",2015-07-01,"unemployment",1
"1370",2015-08-01,"unemployment",1
"1371",2015-09-01,"unemployment",1
"1372",2015-10-01,"unemployment",1
"1373",2015-11-01,"unemployment",2
"1374",2015-12-01,"unemployment",2
"1375",2016-01-01,"unemployment",2
"1376",2016-02-01,"unemployment",2
"1377",2016-03-01,"unemployment",2
"1378",2016-04-01,"unemployment",2
"1379",2016-05-01,"unemployment",1
"1380",2016-06-01,"unemployment",1
"1381",2016-07-01,"unemployment",1
"1382",2016-08-01,"unemployment",1
"1383",2016-09-01,"unemployment",1
"1384",2016-10-01,"unemployment",1
"1385",2016-11-01,"unemployment",2
"1386",2016-12-01,"unemployment",2
"1387",2017-01-01,"unemployment",2
"1388",2017-02-01,"unemployment",2
"1389",2017-03-01,"unemployment",2
"1390",2017-04-01,"unemployment",2
"1391",2017-05-01,"unemployment",1
"1392",2017-06-01,"unemployment",1
"1393",2017-07-01,"unemployment",1
"1394",2017-08-01,"unemployment",1
"1395",2017-09-01,"unemployment",1
"1396",2017-10-01,"unemployment",1
"1397",2017-11-01,"unemployment",1
"1398",2017-12-01,"unemployment",2
"1399",2018-01-01,"unemployment",2
"1400",2018-02-01,"unemployment",2
"1401",2018-03-01,"unemployment",1
"1402",2018-04-01,"unemployment",1
"1403",2018-05-01,"unemployment",1
"1404",2018-06-01,"unemployment",1
"1405",2018-07-01,"unemployment",1
"1406",2018-08-01,"unemployment",1
"1407",2018-09-01,"unemployment",1
"1408",2018-10-01,"unemployment",2
"1409",2018-11-01,"unemployment",2
"1410",2018-12-01,"unemployment",2
"1411",2019-01-01,"unemployment",2
"1412",2019-02-01,"unemployment",2
"1413",2019-03-01,"unemployment",1
"1414",2019-04-01,"unemployment",2
"1415",2019-05-01,"unemployment",1
"1416",2019-06-01,"unemployment",1
"1417",2019-07-01,"unemployment",1
"1418",2019-08-01,"unemployment",1
"1419",2019-09-01,"unemployment",1
"1420",2019-10-01,"unemployment",1
"1421",2019-11-01,"unemployment",1
"1422",2019-12-01,"unemployment",1
"1423",2020-01-01,"unemployment",2
"1424",2020-02-01,"unemployment",2
"1425",2020-03-01,"unemployment",27
"1426",2020-04-01,"unemployment",100
"1427",2020-05-01,"unemployment",48
"1428",2020-06-01,"unemployment",34
"1429",2020-07-01,"unemployment",44
"1430",2020-08-01,"unemployment",45
"1431",2020-09-01,"unemployment",28
"1432",2020-10-01,"unemployment",20
"1433",2020-11-01,"unemployment",16
"1434",2020-12-01,"unemployment",36
"1435",2021-01-01,"unemployment",29
"1436",2021-02-01,"unemployment",17
"1437",2021-03-01,"unemployment",29
"1438",2021-04-01,"unemployment",13
"1439",2021-05-01,"unemployment",24
"1440",2021-06-01,"unemployment",19
"1441",2021-07-01,"unemployment",16
"1442",2021-08-01,"unemployment",10
"1443",2021-09-01,"unemployment",6
"1444",2021-10-01,"unemployment",3
"1445",2021-11-01,"unemployment",3
"1446",2021-12-01,"unemployment",2
"1447",2022-01-01,"unemployment",3
"1448",2022-02-01,"unemployment",3
"1449",2022-03-01,"unemployment",2
"1450",2022-04-01,"unemployment",2
"1451",2022-05-01,"unemployment",2
"1452",2022-06-01,"unemployment",1
"1453",2022-07-01,"unemployment",1
"1454",2022-08-01,"unemployment",1
"1455",2022-09-01,"unemployment",1
"1456",2022-10-01,"unemployment",2
"1457",2022-11-01,"unemployment",2
"1458",2022-12-01,"unemployment",1
"1459",2023-01-01,"unemployment",2
"1460",2023-02-01,"unemployment",2
"1461",2023-03-01,"unemployment",2
"1462",2023-04-01,"unemployment",2
"1463",2023-05-01,"unemployment",1
"1464",2023-06-01,"unemployment",1
"1465",2023-07-01,"unemployment",1
"1466",2023-08-01,"unemployment",1
"1467",2023-09-01,"unemployment",1
"1468",2023-10-01,"unemployment",1
"1469",2023-11-01,"unemployment",1
"1470",2023-12-01,"unemployment",1
"1471",2024-01-01,"unemployment",2
"1472",2024-02-01,"unemployment",2
"1473",2024-03-01,"unemployment",2
"1474",2024-04-01,"unemployment",2
"1475",2024-05-01,"unemployment",1
"1476",2024-06-01,"unemployment",1
